,CANDIDATE,DATE,TITLE,DESCRIPTION,PUBLISHER,CATEGORY,Related to the Candidate,pct_estimate,Title_Sentiment,Description_Sentiment,pct_estimate_normalized,Daily_Title_Sentiment,Daily_Description_Sentiment,Main_Topics,ABSA_Title,ABSA_Description,Daily_pct_estimate_evolution,Daily_Title_Sentiment_evolution
0,Ramaswamy,2023-03-17,"""Poll: Donald Trump Leads Ron DeSantis in Florida GOP Primary""","Former President Donald Trump leads Gov. Ron DeSantis (R-FL) and his other potential competitors in a crowded Republican primary field in Florida, according to a hypothetical poll.",Brietbart,Top,No,0.9414358844057474,85.87978101436791,46.1892779739821,1.5495117200008364,85.53920538750081,42.055338274515364,poll donald,{},"{'competitors': 'potential', 'field': 'primary', 'poll': 'hypothetical'}",0,0
1,Ramaswamy,2023-03-18,"""Haley, Ramaswamy among those taking on 'woke ideology' in S.C.""","Republicans who are seeking to lead their party in the 2024 presidential race are gathering in South Carolina this weekend with a goal at the forefront of their agenda: taking on ""woke ideology.""","The Washington Times , America’s Newspaper",Top,No,0.7939903279158148,27.5029328432866,94.20970426553949,0.0,67.61566071148363,97.47994974998434,haley ramaswamy,{'ideology': 'woke'},"{'race': 'presidential', 'ideology': 'woke'}",0,0
2,Ramaswamy,2023-03-18,"""Trump says he will be arrested on Tuesday""",Former President Donald Trump says he will be arrested on Tuesday citing leaked information from the Manhattan District Attorney's office.,"The Washington Times , America’s Newspaper",Top,No,0.7939903279158148,99.0903867514652,98.90304750900572,0.0,67.61566071148363,97.47994974998434,tuesday,{},{'information': 'leaked'},0,0
3,Ramaswamy,2023-03-18,"""J.D. Vance Mocks Media Asking if He Will Un-Endorse Trump over Looming Indictment: 'Hell No'""","Sen. J.D. Vance (R-OH) responded to reporters asking him if he will rescind his endorsement of former President Donald Trump over a looming indictment, stating, ""Hell no,"" adding that those seeking to arrest Trump ""on a baseless misdemeanor charge,"" are trying to turn America into a third-world country.",Brietbart,Top,No,0.7939903279158148,99.65928637745267,99.73848746118516,0.0,67.61566071148363,97.47994974998434,j.d. vance,{},"{'indictment': 'looming', 'charge': 'baseless', 'world': 'third'}",0,0
4,Ramaswamy,2023-03-18,"""McCarthy blasts DA over expected Trump indictment, calls for probe into election interference""","House Speaker Kevin McCarthy on Saturday accused Manhattan District Attorney Alvin Bragg of ""an outrageous abuse of power"" after former President Donald Trump claimed that he will be arrested on Tuesday.","The Washington Times , America’s Newspaper",Top,No,0.7939903279158148,51.389927812470745,98.98181016720494,0.0,67.61566071148363,97.47994974998434,mccarthy da,{'indictment': 'expected'},{'abuse': 'outrageous'},0,0
5,Ramaswamy,2023-03-18,"""GOP Presidential Candidate Vivek Ramaswamy Blasts Alvin Bragg: 'Trump Indictment Would Be National Disaster'""","Republican Presidential candidate Vivek Ramaswamy blasted George Soros-backed Manhattan District Attorney Alvin Bragg on Saturday shortly after former President Donald J. Trump asserted that ""illegal leaks"" from Bragg's office indicate he will be arrested Tuesday.",Brietbart,Top,Yes,0.7939903279158148,99.555191432499,99.86022132736308,0.0,67.61566071148363,97.47994974998434,gop presidential,{},"{'candidate': 'presidential', 'leaks': 'illegal'}",0,0
6,Ramaswamy,2023-03-18,"""McCarthy Orders Immediate Investigation After Donald Trump Floats Forthcoming Arrest""",House Speaker Kevin McCarthy (R-CA) on Saturday called for an immediate investigation following former President Donald Trump's assertion that he will be arrested next week based on “illegal leaks” from the Manhattan District Attorney’s Office.,Brietbart,Top,No,0.7939903279158148,83.30464864657381,93.45598474551936,0.0,67.61566071148363,97.47994974998434,mccarthy orders,{},"{'investigation': 'immediate', 'week': 'next', 'leaks': 'illegal'}",0,0
7,Ramaswamy,2023-03-18,"""Mike Pence defends Trump, says Manhattan DA case against former boss is political""","Former Vice President Mike Pence on Saturday accused Manhattan District Attorney Alvin Bragg of carrying out a ""political prosecution"" against former President Donald Trump.","The Washington Times , America’s Newspaper",Top,No,0.7939903279158148,11.601272458142503,98.97901936435532,0.0,67.61566071148363,97.47994974998434,mike pence,{'boss': 'former'},{'prosecution': 'political'},0,0
8,Ramaswamy,2023-03-18,"""Former Trump campaign advisor says ex-president wants 'someone cut from the same cloth' as his 2024 running mate""","""Trump's going to be looking for someone cut from the same cloth he is, not from a different, complementary cloth,"" Michael Caputo told the AP.",Business Insider,Top,No,0.7939903279158148,99.91293833711975,99.94541237332264,0.0,67.61566071148363,97.47994974998434,trump campaign,"{'advisor': 'former', 'cloth': 'same', 'mate': 'running'}",{'cloth': 'complementary'},0,0
9,Ramaswamy,2023-03-18,"""Trump 2024 opponent Vivek Ramaswamy slams possible looming indictment: 'Dark moment in American history' - Fox News""","Trump 2024 opponent Vivek Ramaswamy slams possible looming indictment: 'Dark moment in American history'  Fox NewsTrump's Rivals Outraged by Possible New York Indictment  NewsweekMcCarthy directs committees to probe whether federal funds were used in potential Trump indictment  Fox NewsDonald Trump Arrest: Kevin McCarthy, Others Take His Side Before 2024  BloombergView Full Coverage on Google News",Google News,Top,No,0.7939903279158148,43.87054945529482,94.55296108952946,0.0,67.61566071148363,97.47994974998434,trump opponent,"{'indictment': 'looming', 'moment': 'dark', 'history': 'american'}","{'indictment': 'potential', 'moment': 'dark', 'history': 'american', 'funds': 'federal'}",0,0
