,CANDIDATE,DATE,TITLE,DESCRIPTION,PUBLISHER,CATEGORY,Related to the Candidate,pct_estimate,Title_Sentiment,Description_Sentiment,pct_estimate_normalized,Daily_Title_Sentiment,Daily_Description_Sentiment,Main_Topics,ABSA_Title,ABSA_Description,Daily_pct_estimate_evolution,Daily_Title_Sentiment_evolution
0,Kennedy,2023-05-01,"""RFK Jr. Was Always a Crackpot, He Just Switched Political Tribes""","Photo Illustration by Thomas Levinson/The Daily Beast/ReutersDon’t look now, but anti-vaccine activist Robert F. Kennedy Jr., is polling close to 20 percent in some Democratic primary surveys.A USA TODAY/Suffolk University Poll published on April 19 had him at 14 percent, with New Age guru Marianne Williamson garnering 5 percent support. Since then, a more recent Emerson College poll has him at 21 percent, while Williamson is at 8 percent. And a Fox News poll has him at 19 percent, with Williamson at 9 percent.While it seems highly unlikely that Kennedy, who recently launched his campaign to challenge President Joe Biden, will play a decisive role in the 2024 election, he could potentially embarrass the president (probably not to the degree his famous uncle, Sen. Ted Kennedy, embarrassed then-President Jimmy Carter in the 1980 primary—but surely no incumbent president wants to find a Kennedy in the primary soup).Read more at The Daily Beast.",The Daily Beast,Top,Yes,15.50451791631528,95.43485361361726,98.9766193116013,76.9117210271029,94.00114807104268,98.95072105282867,rfk jr.,{},"{'activist': 'vaccine', 'surveys': 'primary', 'poll': 'recent', 'role': 'decisive', 'uncle': 'famous', 'president': 'incumbent', 'soup).read': 'primary'}",0,0
1,Kennedy,2023-05-03,"""RFK Jr. Raises Crypto Taxes, Regulation as Issues in Opening Days of 2024 Presidential Race""","Robert F. Kennedy Jr., the latest presidential candidate from one of the most famous U.S. political families, is introducing a number of crypto issues in his newly announced campaign to challenge Joe Biden.",Coindesk,Top,No,14.172707113072978,98.8669866077542,95.17706841860806,45.0743589688078,98.94064197309862,94.98535323277893,rfk jr.,{},"{'candidate': 'presidential', 'families': 'political', 'issues': 'crypto', 'campaign': 'announced'}",0,1
2,Kennedy,2023-05-04,"""Robert Kennedy Jr Warns of Mega Economic Crisis — Says ‘It’s Not Just the Banks’""","U.S. Presidential Candidate Robert F. Kennedy Jr. has warned that “the banking collapse is the tip of an economic mega-crisis,” emphasizing that “It’s not just the banks.” He also slammed President Joe Biden’s crypto mining tax proposal. “It is a mistake for the U.S. government to hobble the industry and drive innovation elsewhere,” Kennedy stressed. […]",Bitcoin News,Business,Yes,14.172707113072978,37.15081964821151,98.87626033804244,45.0743589688078,38.6613956378464,97.34055991521694,robert kennedy,{},"{'mega': 'economic', 'proposal': 'crypto'}",0,0
3,Kennedy,2023-05-04,"""Robert F. Kennedy Jr. Blasts Open Borders: 'Not Anti-Immigrant' to Oppose Illegal Immigration""","Democrat presidential candidate Robert F. Kennedy Jr. is blasting open borders, saying it is ""not anti-immigrant"" to oppose illegal immigration to the United States which comes with immense economic and social burdens that overwhelmingly fall on working and middle class Americans.",Brietbart,Top,No,14.172707113072978,76.81489944603317,95.99131790463136,45.0743589688078,38.6613956378464,97.34055991521694,robert f.,{},"{'candidate': 'presidential', 'borders': 'open', 'immigration': 'illegal', 'burdens': 'economic', 'class': 'middle'}",0,0
4,Kennedy,2023-05-05,"""David Zaslav defends CNN town hall with Trump: ‘He’s the frontrunner’""","Warner Bros. Discover CEO David Zaslav defended CNN hosting a town hall event with ex-President Donald Trump during a Friday appearance on CNBC's Squawk Box by saying CNN ""has the greatest journalists,"" and ""when we do politics, we need to represent both sides."" The presidential town hall with Trump is set to air on May...",New York Post,Business,No,14.172707113072978,46.37634845457021,74.07784841498352,45.0743589688078,23.39660346538445,72.96533813446516,david zaslav,{},"{'journalists': 'greatest', 'hall': 'presidential'}",0,0
5,Kennedy,2023-05-06,"""Robert Kennedy Jr. to make campaign debut at bitcoin conference""",Robert F. Kennedy Jr.’s first appearance as a presidential candidate will be at a cryptocurrency conference in Miami this month.,Nbc News,Business,No,14.172707113072978,86.58648963902996,93.17646592871657,45.0743589688078,81.26666488804585,92.89744206707863,robert kennedy,{},"{'appearance': 'first', 'candidate': 'presidential'}",0,1
6,Kennedy,2023-05-07,"""ABC/WaPo Poll: Trump Opens up Clear 7-Point Lead over Biden in 2024 Race""","Former President Donald Trump, a Republican, has opened up a clear lead over President Joe Biden, a Democrat, in the 2024 race for the White House, a Washington Post and ABC News poll shows.",Brietbart,Top,No,15.547153468581632,89.18086127675127,67.52577084501007,77.93093750346321,92.33684094568693,75.90871394657572,abc wapo,{},{'lead': 'clear'},1,1
7,Kennedy,2023-05-07,"""Biden Faces Bleak Approval Numbers as He Starts Re-election Campaign""",A Washington Post/ABC News poll shows challenges for President Biden and a disconnect between what Americans want and the options they have.,The New York Times,Politics,No,15.547153468581632,99.37600843693426,86.27051556092172,77.93093750346321,92.33684094568693,75.90871394657572,biden bleak,{},{},1,1
8,Kennedy,2023-05-10,"""Poll: Democrats Still Choose Biden as Favorite 2024 Candidate""","Voters are split on who they would support in a scenario that puts President Biden and Vice President Kamala Harris against former President Donald Trump and Democrat Robert Kennedy in the 2024 general election, but Democrats still clearly favor Biden over the other two declared Democrat candidates, a Rasmussen Reports survey released Tuesday found.",Brietbart,Top,No,14.55154715945107,86.12718477476848,35.798773176958,54.13065111582854,80.60563759683077,33.01571845440062,poll democrats,{},"{'election': 'general', 'candidates': 'declared'}",0,0
9,Kennedy,2023-05-14,"""RFK Jr. says he can beat Biden in 2024 primary""",Democratic presidential candidate Robert F. Kennedy Jr. told Fox News Digital over the phone he can beat President Biden in a 2024 primary race.,Fox News,Top,No,14.551547159451076,60.05969623735743,98.45185301647004,54.13065111582868,43.08955040195396,98.40305333146782,rfk jr.,{},"{'candidate': 'presidential', 'race': 'primary'}",1,0
